text,url,description,parent_section,link_type,page_title
Non Academic,https://ncert.nic.in/pdf/announcement/notices/ServiceMatter/ErollNonAcademicList.pdf,,,internal,NCERT
Award Letter for NTS 2021 Awardees,https://ncert.nic.in/pdf/programmes/NTSE/NTS_eAward.pdf,,,internal,NCERT
Requisition Proforma for booking Guest House/PG Hostel Accomodation,https://ncert.nic.in/pdf/notice/Requisition_NIE_GUEST_HOUSE.pdf,,,internal,NCERT
Order dated 23-03-2022 regarding Liaison Officer,https://ncert.nic.in/pdf/notice/e2_224.pdf,,,internal,NCERT
Settlement of advances,https://ncert.nic.in/pdf/notice/settlement.pdf,,,internal,NCERT
NTSE Stage-II 2021 Final Results,https://ncert.nic.in/pdf/programmes/NTSE/NTSE_result2021.pdf,,,internal,NCERT
Observation of punctuality - strict adherence of instructions,https://ncert.nic.in/pdf/notice/PunctualityNotice.pdf,,,internal,NCERT
"Management Committee for NIE Guest House, PG Hostel and NIE Canteen",https://ncert.nic.in/pdf/notice/committee_niepg.pdf,,,internal,NCERT
"Allocation of work amongst Deputy Secretaries, NCERT",https://ncert.nic.in/pdf/notice/work-allocation-amongst-DS.pdf,,,internal,NCERT
Tenure extended for Secretary of NCERT,https://ncert.nic.in/pdf/notice/secretary-extended.jpeg,,,internal,NCERT
NTSE 2021-22 Postponded,https://ncert.nic.in/pdf/programmes/NTSE/postponedNTSE.pdf,,,internal,NCERT
Results of Selection Test of the Diploma Course in Guidance and Counselling (2022 session).,https://ncert.nic.in/depfe/pdf/DCGC_Candidate.pdf,,,internal,NCERT
"Constitutions of Commitee for""Early detection of Mental stress/illness in school Children""",https://ncert.nic.in/pdf/notice/early-detection-mental-illness.pdf,,,internal,NCERT
"PD, NCERT invites suggestions from Printes/Vendors/Publishers.",https://ncert.nic.in/pdf/notice/public-notice.pdf,,,internal,NCERT
Incorporating QR code in all display advertisemnets of Newspapers,https://ncert.nic.in/pdf/notice/qr_advt.pdf,,,internal,NCERT
Various activities undertaken by school children as part of Azadi ka Amrit Mahotsav (AKAM),https://ncert.nic.in/pdf/notice/akam.pdf,,,internal,NCERT
Minutes of the Meeting held under the Chairmanship of Hon'ble Education Minister,https://ncert.nic.in/pdf/notice/Minutes_of_the meeting_held_under_the_chairmanship_of_Hon'ble_Education_Minister.pdf,,,internal,NCERT
"Celebration of International Literacy Day - 2021 under Shikshak Parv on 8th September, 2021",https://ncert.nic.in/pdf/notice/Celebration_of_International_Literacy_Day.pdf,,,internal,NCERT
Azadi ka Amrit Mahotsav–Aryabhata Ganit Challenge (AGC) 2021 on DIKSHA and MyGov platforms,https://ncert.nic.in/pdf/notice/Azadi_ka_Amrit_Mahotsav-Aryabhata_Ganit_Challenge.pdf,,,internal,NCERT
Swachhata Pakhwada 2021,https://ncert.nic.in/pdf/notice/Swachhata_Pakhwada_2021.pdf,,,internal,NCERT
"Minutes of the Review Committee Meeting of National Talent Search Scheme Held on 5th, August, 2021",https://ncert.nic.in/pdf/programmes/NTSE/Miscellaneous/Minutes_of_Review_Committee_Meeting_of_NTSE.pdf,,,internal,NCERT
Global Education Ministers Conference and Multi - Stakeholder Forum.,https://ncert.nic.in/pdf/notice/Conference_and_Multi_Stakeholder Forum _Addressing_Hate_Speech_through_Education.pdf,,,internal,NCERT
FIT India Quiz for schools under FIT India Movement.,https://ncert.nic.in/pdf/notice/FIT_India_Quiz_for_schools_under_FIT_India_Movement.pdf,,,internal,NCERT
Booklet of Channel of Submission for Increasing Efficiency in Decision Making in the Government,https://ncert.nic.in/pdf/notice/Booklet - Channel of Submission for Increasing Efficiency in Decision Making.pdf,,,internal,NCERT
"Circulation of 247th report of the Committee of Subordinate Legislation, Rajya Sabha on Statutory Orders Laid on the Table of Rajya Sabha during its 253rd Session",https://ncert.nic.in/pdf/notice/Circulation of 247th report of the Committee.pdf,,,internal,NCERT
Revised format for Appraisal and Approval of New Public Funded Scheme,https://ncert.nic.in/pdf/notice/Revised_format_for_Appraisal_and_Approval.pdf,,,internal,NCERT
Logo of Amrit Mahotasava,https://ncert.nic.in/pdf/notice/Logo of Amrit Mahotasava.pdf,,,internal,NCERT
National Commissions regarding Sil Roads Photo Contest,https://ncert.nic.in/pdf/notice/Letter_ADG-SHS_to_National_Commissions_regarding_Silk_Roads_Photo_Contest.pdf,,,internal,NCERT
List of Selected Applicants for Online Course on Action Research in Educational Technology,https://ncert.nic.in/pdf/notice/SelectedApplicantsOCARET.pdf,,,internal,NCERT
Azadi ka Amrit Mahotsav,https://ncert.nic.in/pdf/notice/Azadi_ka_Amrit_mahotsav.pdf,,,internal,NCERT
Announcement for the course on Research Methodology in Education,https://ncert.nic.in/pdf/notice/Announcement_for_the_RM_course-2021-22.pdf,,,internal,NCERT
NCTE public notice on OER,https://ncert.nic.in/pdf/notice/NCTE-OER.pdf,,,internal,NCERT
Intervention in the Samagra Shiksha Abhiyan,https://ncert.nic.in/pdf/notice/SamagraIntervention.pdf,,,internal,NCERT
Nomination of organization Institutution for Tagore International Award for Cultural Harmony-reg.,https://ncert.nic.in/pdf/notice/NominationoforganizationInstitututionforTagoreInternationalAward forCulturalHarmony.pdf,,,internal,NCERT
Uploading and updating of data on Autonomous Bodies on the web portal of Department of Expenditure.,https://ncert.nic.in/pdf/notice/Uploading and updating of data on Autonomous Bodies on the web portal of Department of Expenditure - regarding.pdf,,,internal,NCERT
Order Regarding APC.,https://ncert.nic.in/pdf/notice/ORDER_APC_6M.pdf,,,internal,NCERT
Price list of NIE- Guest House Mess contractor rates,https://ncert.nic.in/pdf/notice/Price_list_NIE-GuestHouse.pdf,,,internal,NCERT
Committee of Secretaries review of Accessible India Campaign and actionable points for Department of School Education and Literacy.,https://ncert.nic.in/pdf/notice/Committee of Secretaries review of Accessible India Campaign.pdf,,,internal,NCERT
Call for nominations for UNESCO Hamdan Prize for Teacher Development,https://ncert.nic.in/pdf/notice/UNESCO_Hamdan_Prize_for_Teacher_Development.pdf,,,internal,NCERT
Preventive measures to contain the spread of Novel Coronavirus (COVID-19),https://ncert.nic.in/pdf/notice/Preventive_measures_to_contain_the_spread_of_Novel_Coronavirus.pdf,,,internal,NCERT
Panicker National Reading Digital Day,https://ncert.nic.in/pdf/notice/P.N. Panicker National Reading Digital Day - Reading Month Celebrations 2021.pdf,,,internal,NCERT
Nomination of Nodal Officer for Citizen's Charter,https://ncert.nic.in/pdf/notice/Nomination of Nodal Officer for Citizen's Charter - reg..pdf,,,internal,NCERT
Nodal Officer for reporting of loss of family members in Covid-19 for Manodarpan,https://ncert.nic.in/pdf/notice/nodel_officer.pdf,,,internal,NCERT
Workshop on Research Methodology,https://ncert.nic.in/pdf/notice/Workshop on Research Methodology.pdf,,,internal,NCERT
Emergency Medical Facility,https://ncert.nic.in/pdf/notice/NewEmergencyMedicalFacility.pdf,,,internal,NCERT
Preventive measures to be taken to contain the spread of COVID-19,https://ncert.nic.in/pdf/notice/COVID-19-16April21.pdf,,,internal,NCERT
Preventive measures to contain the spread of Novel Coronavirus (COVID-19)- Vaccination for Central Government employees regarding.,https://ncert.nic.in/pdf/notice/COVID-19_Vaccination.pdf,,,internal,NCERT
Clarification on regularization of absence during COVID-19 pandemic,https://ncert.nic.in/pdf/notice/absenceduringCOVID-19.pdf,,,internal,NCERT
Notice regarding Grievance Redressal Cell Nodal Officer,https://ncert.nic.in/pdf/notice/notice_grievance_cell.pdf,,,internal,NCERT
Vidya Daan 3.0,https://ncert.nic.in/pdf/announcement/miscellaneous/VidyaDaan3.pdf,,,internal,NCERT
Regarding National Centre for Literacy (NCL) Cell,https://ncert.nic.in/pdf/announcement/miscellaneous/NCL.pdf,,,internal,NCERT
"Order regarding RTI Cell, Shri Naval Kishore, Deputy Secreatary, NCERT appointed as RTI Nodal officer",https://ncert.nic.in/pdf/notice/RTIOrder132021.pdf,,,internal,NCERT
Submission of Caste/Category/Benchmark Disability Certificate,https://ncert.nic.in/pdf/programmes/NTSE/Examination(NTS-I)/DisabilityCertificate.pdf,,,internal,NCERT
Preventive measures to contain the spread of Novel Coronavirus (COVID-19)-Opeing of Departmental Canteens regarding,https://ncert.nic.in/pdf/notice/PreventiveCOVID-19.pdf,,,internal,NCERT
Order Regarding Promotion of Ms. Chandrakala Mohan,https://ncert.nic.in/pdf/notice/chandrakalanmohan.pdf,,,internal,NCERT
Order Regarding Promotion of Sh. Attar Singh,https://ncert.nic.in/pdf/notice/attarsingh.pdf,,,internal,NCERT
Order Regarding Promotion of Smt. Amitta Bhatti,https://ncert.nic.in/pdf/notice/AmitaBhatti.pdf,,,internal,NCERT
Accessible India Campaign (Sugamya Bharat Abhiyan),https://ncert.nic.in/pdf/notice/AccessibleIndiaCampaignSugamyaBharatAbhiyan.pdf,,,internal,NCERT
Committee Against Sexual Harassment,https://ncert.nic.in/pdf/notice/CASH.pdf,,,internal,NCERT
Udaan Shiksha Ki - Primers and Guidelines,https://ncert.nic.in/UdaanShikshaKi.php,,,internal,NCERT
"Order-Reference Secretary, School Education & Literacy, Ministry of Education, D.O. No.19-4/2019-IS.8 dated 25th Nov, 2020",https://ncert.nic.in/pdf/ORDER_22122020ESD.pdf,,,internal,NCERT
-English,https://ncert.nic.in/pdf/announcement/notices/informationtechnology/Social-Media-Request-Formenglish.pdf,,,internal,NCERT
Hindi,https://ncert.nic.in/pdf/announcement/notices/informationtechnology/Social-Media-Request-Formhindi.pdf,,,internal,NCERT
Office Order for need-based changes and implementation of UGC Regulation-2018,https://ncert.nic.in/pdf/notice/officeorderugc.pdf,,,internal,NCERT
Order Regarding Strengthen the Security System in the NIE Campus,https://ncert.nic.in/pdf/notice/order_sec_sys.pdf,,,internal,NCERT
Circular regarding Instructions for Candidates for the Examination for Jr. Accountant.,https://ncert.nic.in/pdf/notice/jraccount.pdf,,,internal,NCERT
Circular regarding Instructions for Candidates for the Examination for Sr. Accountant.,https://ncert.nic.in/pdf/notice/sraccount.pdf,,,internal,NCERT
RIE Bhubaneswar Order dated 24.11.2020,https://ncert.nic.in/pdf/notice/orderrie.pdf,,,internal,NCERT
Concessional loan facility for PwD (Divyang) employess to purchase Modified 	Scooter/Bike/car - reg.,https://ncert.nic.in/pdf/notice/loan_facility_pwd.pdf,,,internal,NCERT
Region-wise list of State/UT Liaison Officers of National Talent Search Examination 2020-21.,https://ncert.nic.in/pdf/programmes/NTSE/LO_list_2019-20.pdf,,,internal,NCERT
Modification in UGC Regulation 2018,https://ncert.nic.in/pdf/notice/NOTIFICATION  29-9-2020.pdf,,,internal,NCERT
National ICT Awards to Teachers-Online Application Link,http://ictaward.ncert.gov.in,,,external,NCERT
Establishment Coordination Section Circular dated 09-09-2020,https://ncert.nic.in/pdf/announcement/ECS-172-241.pdf,,,internal,NCERT
Learning Outcomes at Secondary Stage    ||  English,https://ncert.nic.in/pdf/notice/learning_outcomes.pdf,,,internal,NCERT
Hindi,https://ncert.nic.in/pdf/notice/learning_outcomes_Hindi.pdf,,,internal,NCERT
Bhasha Sangam a Visualscape (Issue IV),https://ncert.nic.in/pdf/notice/BhashaSangamMazineIV.pdf,,,internal,NCERT
National ICT Awards for School Teachers,https://ciet.nic.in/pages.php?id=ict-awards&ln=en,,,external,NCERT
Art Integrated Learning Guidelines- English,https://ncert.nic.in/pdf/notice/AIL-Guidelines-English.pdf,,,internal,NCERT
Hindi,https://ncert.nic.in/pdf/notice/AIL-Guidelines-Hindi.pdf,,,internal,NCERT
Dashboard : NCERT at a Glance,https://ciet.nic.in/dashboard/,,,external,NCERT
Accessibility in School Curriculum-NCERT’s Initiatives,https://ciet.nic.in/pages.php?id=accesstoedu&ln=en&ln=en,,,external,NCERT
NCERT announces enhancement of the number of scholarships from 1000 to 2000 in NTSE,https://ncert.nic.in/pdf/notice/Information_Brochure_2019.pdf,,,internal,NCERT
Booklet on Cyber Safety & Security,https://ncert.nic.in,,,internal,NCERT
"Details of foreign visits undertaken by the Director, NCERT",https://ncert.nic.in/pdf/notice/details_foreign_visits.pdf,,,internal,NCERT
Textbooks on vocational Education,https://ncert.nic.in/vocational-education.php,,,internal,NCERT
Tips on Cyber Safety & Security,https://ncert.nic.in/pdf/notice/cyber_safety_security.pdf,,,internal,NCERT
Bhasha Sangam a Visualscape,https://ncert.nic.in/del/print-materials.php,,,internal,NCERT
Major Activities of the NCERT for year 2017-2018,https://ncert.nic.in/pdf/notice/ecm104presentation.pdf,,,internal,NCERT
Voices of Teachers & Teacher Educators,https://ncert.nic.in,,,internal,NCERT
Learning Outcomes,https://ncert.nic.in/dee/print-materials.php,,,internal,NCERT
ePathshala App Available on UMANG,https://web.umang.gov.in/web/,,,external,NCERT
ICT in Education curriculum for State/UTs,https://ictcurriculum.gov.in/,,,external,NCERT
KOMAL - A film on Child Sexual Abuse (CSA),https://ncert.nic.in/komal-video.php,,,internal,NCERT
ICT Initiatives in States/UTs : List of Trainers(KRPs & MRPs),https://ncert.nic.in/pdf/notice/krp_mrp_list.pdf,,,internal,NCERT
2nd Notice regarding M/s Virtuous India Pvt,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/Notices2_Ms_Virtous_india_Pvt_12_12.pdf,,,internal,NCERT
Notice regarding M/s Virtuous India Pvt,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/Notices_Ms_Virtous_india_Pvt_08_11.pdf,,,internal,NCERT
NCERT quarter allotment - Terms and Conditions,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/HAC_668.pdf,,,internal,NCERT
Revised  Tentative Priority list for Type-V quarters at NIE Campus for the month of 01.07.2023 to 29.02.2024,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/Circular_C&W_662_667.pdf,,,internal,NCERT
The Final list of Type-I to Type-V quarters from 01.01.2023 to 30.06.2023 and tentative list of Type-I to Type-V quarter from 01.07.2023 to 29.02.2024,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/Final_&_Tentative_list_Type-I-Type-V1027-1032.pdf,,,internal,NCERT
Tentative list of type-I to Type-V quarter from 01.01.2023 to 30.06.2023,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/tentativelistJanuary2023_June2023.pdf,,,internal,NCERT
Tentative list of Type-I to Type-V Quarters from 21.07.2022 to 31.12.2022 and Final List of Type-I to Type-V from 21.04.2022 to 20.07.2022,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/circular_objection090223.pdf,,,internal,NCERT
Final change list of Type-I to Type-V Quarters(Upto 20.04.2022),https://ncert.nic.in/pdf/announcement/notices/campusWelfare/Final_listType_I-V_20April22.pdf,,,internal,NCERT
Objection Regarding Tentative List of Type I to Type V Quarters,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/circular_objection11222.pdf,,,internal,NCERT
"Final Change List for the month of 21st July, 2021 to April, 2022 (upto 20.04.2022) of Type-I to Type-V Quarters",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/Final_listType_I-V_21July.pdf,,,internal,NCERT
"Tentative/priority List for the month of 21st April 2022 to July, 2022 (upto 20.07.2022) of Type-I to Type-V  Quarters",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/TentativeType_I-V_21april.pdf,,,internal,NCERT
Notice dated 20th June 2022 regarding the farewall of the 05 officials.,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/C&W_1467.pdf,,,internal,NCERT
Objection Regarding Tentative List of Type I to Type V Quarters,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/ObjectionRegTentativelistTypeI-V.pdf,,,internal,NCERT
Notification regarding amended RAR-2012,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/amendedRAR-2012.pdf,,,internal,NCERT
Campus & Welfare Section Cirular Dated 24.05.2022.,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/cws240522.pdf,,,internal,NCERT
Tentative priority/Change List for the month of 21st July 2021 to April 2022 (upto 20.04.2022) of Type-IV to Type-V  Quarters,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/TypeIVTypeVtentativelist.pdf,,,internal,NCERT
Tentative priority/Change List for the month of 21st July 2021 to April 2022 (upto 20.04.2022) of Type-I to Type-IV  Quarters,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/ChangeListapril22.pdf,,,internal,NCERT
Final priority/change List for Type-I to Type-IV Quarters at NIE Campus for the months of January 2021 - July 2021,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/ChangeList20721.pdf,,,internal,NCERT
Final priority List for Type-V Quarters at NIE Campus for the months of January 2021 - July 2021,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/ChangeListfinalJan21toDec21.pdf,,,internal,NCERT
Tentative priority List for Type-V Quarters at NIE Campus for the months of January 2021 - Dec 2021,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/ChangeListJan21toDec21.pdf,,,internal,NCERT
"Tentative priority/Change List for the month of January, 2021 to July , 2021 (upto 20.07.2021) of Type-I to Type-V  Quarters",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/ChangeListJan21toJuly21.pdf,,,internal,NCERT
"Tentative List for Change of  Type-1 to Type-V  Quarters for the month of July 2020 to December, 2020 (upto 20.12.2020)",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/type-I-V_July_Dec20.pdf,,,internal,NCERT
Revision of flat rates of licence fee for General Pool Residential Accomodation (GPRA) throughout the country w.e.f 01.07.2020,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/CnW_20July2020.pdf,,,internal,NCERT
"Tentative List for Change of Type-I Quarters for the month of Jan. 2020 to July, 2020 (upto 20.07.2020)",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/type-I to type-II.pdf,,,internal,NCERT
"Final priority list for Type-1 to Type-V Quarters for the month of January,2020(upto 20.01.2020)",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/jan_2020_list.pdf,,,internal,NCERT
Notice dated 17th December 2019 regarding the farewall of the 04 officials.,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/Notice-1168.pdf,,,internal,NCERT
Regarding allotment of vacant Shops & Stalls in the NCERT Buildings.,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/notice_tender.pdf,,,internal,NCERT
Selected/Waiting List of Players for 35th Annual NCERT Staff Tournament 2019,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/Cir_listrie.pdf,,,internal,NCERT
"Tentative Priority/Change list of Type-I to Type-V quarters for the month of July, 2019 - January,2020",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/list_july_jan20.pdf,,,internal,NCERT
Notification regarding 35th Annual NCERT Staff Tournament-2019,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/ST-2019.pdf,,,internal,NCERT
"Tentative Priority/Change lists for the period from July, 2018 to January, 2019 (upto 20.1.2019) of Type-I to Type-V quarters",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/cnw_list_quarters.pdf,,,internal,NCERT
Circular,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/cnw-11.pdf,,,internal,NCERT
Extension of Credit /Cashless facility to the NCERT's retired/serving employees from CGHS empanelled Hospitals/Labs/Diagnostic Centres.,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/c&w_8118-8121.pdf,,,internal,NCERT
"Tentative Priority/Change lists for the period from January, 2018 to July, 2018 (upto 20.7.2018) of Type-I to Type-V quarters",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/Tentative_Jan_2018_to_july.pdf,,,internal,NCERT
Circular,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/Circular-c&wj2j.pdf,,,internal,NCERT
Revision of rates of damages for unauthorized occupation residential accommodation in metropolitan cities of India,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/Rates_cnw.pdf,,,internal,NCERT
Revised Rates lists of NIE-GH and NIE-Canteen including GST,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/Revised-rates.pdf,,,internal,NCERT
"Tentative list for change of Type-I to Type-V quarters for the month of June - December,2017(upto 20.12.2017)",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/Jun_Dec_2017_quaters_list.pdf,,,internal,NCERT
Circular,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/Circular-c&w.pdf,,,internal,NCERT
Circular regarding House Allotment Rules RAR 2012,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/cir-rent.pdf,,,internal,NCERT
"Final List for Change of Type-II Quarters for the month of Feb-May, 2017 (upto 20.05.2017)",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/final-list.pdf,,,internal,NCERT
Revision of flat rates of licence fee for General Pool Residential Accomodation (GPRA) throughout the country w.e.f 01.07.2017,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/gpra.pdf,,,internal,NCERT
"Tentative list for change of Type-I to Type-V quarters for the month of Feb - May,2017(upto 20.05.2017)",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/feb_may_2017_quaters_list.pdf,,,internal,NCERT
"Final priority list for Type-1 to Type-V Quarters for the month of January,2017(upto 20.01.2017)",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/jan_2017_list.pdf,,,internal,NCERT
"Tentative list for change of Type-I to Type-V quarters for the month of january,2017(upto 20.01.2017)",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/jan2017_14_2_17.pdf,,,internal,NCERT
"Final priority list for Type-1 to Type-V Quarters for the month of Sept,2016(upto 20.09.2016)",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/quarters30_1_17.pdf,,,internal,NCERT
"List of Vacant Quarters at Nasirpur and NIE Campus,NCERT",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/vacantlist.pdf,,,internal,NCERT
NCERT Campus and Welfare,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/campusandwelfare.pdf,,,internal,NCERT
House Allotment Rules for NCERT Employees(HRA),https://ncert.nic.in/pdf/announcement/notices/campusWelfare/rulesandregulation.pdf,,,internal,NCERT
Application for New CGHS Card,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/newcghs.pdf,,,internal,NCERT
Change of Dispensary/Address,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/Changeofadd.pdf,,,internal,NCERT
Application for new CGHS Card for Pensioner,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/pensionerscghs.pdf,,,internal,NCERT
"Application for allotment of Residential accomodation at NIE Campus(NCERT Campus) Nasirpur Campus, New Delhi",https://ncert.nic.in/pdf/announcement/notices/campusWelfare/niecampus.pdf,,,internal,NCERT
Application for Change of Quarters,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/changequarters.pdf,,,internal,NCERT
Application for Correction of errors in Plastic Card,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/correction.pdf,,,internal,NCERT
Undertaking,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/undertaking.pdf,,,internal,NCERT
The Gazette Notification regarding appointment of Estate Officer in NCERT,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/gazetedindia.pdf,,,internal,NCERT
Frequenty asked questions with answers about CGHS,https://ncert.nic.in/pdf/announcement/notices/campusWelfare/CGHS.pdf,,,internal,NCERT
Notice regarding Pensioners residing outside Delhi/NCR,https://ncert.nic.in/pdf/announcement/notices/medical/CGHS_272_276_12_02.pdf,,,internal,NCERT
Extension of Credit/Cashless facility to the NCERT's retired/serving employees covered under CGHS facility at CGHS rates.,https://ncert.nic.in/pdf/announcement/notices/medical/CGHS_Notification_23-01-2025.pdf,,,internal,NCERT
Extension of Credit/Cashless facility to the NCERT's retired/serving employees covered under from CGHS facility in Emergency/Hospitalization/Inpatient treatment at CGHS rates.,https://ncert.nic.in/pdf/announcement/notices/medical/CGHS_Notification_28-08-2024.pdf,,,internal,NCERT
Extension of Credit /Cashless facility to the NCERT's retired/serving employees from CGHS empanelled Hospitals/Labs/Diagnostic Centres.,https://ncert.nic.in/pdf/announcement/notices/medical/cghs_notification_30.6.23.pdf,,,internal,NCERT
Amendment in Maternity benefit Act 1961-reg,https://ncert.nic.in/pdf/announcement/notices/medical/Amendment_in_Maternitybenefit_Act1961.pdf,,,internal,NCERT
Revision of rates of subscription under Central Government Health Scheme due to revision of pay and allowances of Central Government employees and revision of pension/family pension on account of implementation of recommendations of the Seventh Central Pay Commission,https://ncert.nic.in/pdf/announcement/notices/medical/Revision_rates_subscription.pdf,,,internal,NCERT
Request for Medical reimbursement claims/Permission-reg.,https://ncert.nic.in/pdf/announcement/notices/medical/MedicalReimbursementCircular.pdf,,,internal,NCERT
Income Tax deduction from salaries during the financial year 2024-25(Assessment year 2025-26),https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/TDS_form_Salaries_2024-2025.pdf,,,internal,NCERT
National Pension System (NPS) - Subscriber Registration Form,https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/NPS_Subscriber-Registration.pdf,,,internal,NCERT
National Pension System (NPS) - Request for Subscriber Shifting,https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/NPS_Request-Subscriber-Shifting.pdf,,,internal,NCERT
Form of Assessing and Authorising the Payment of Family Pension and Death Gratuity when a Government Servant Dies While in Service (FORM 18),https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/Form18_AA_PFP&DG.pdf,,,internal,NCERT
"Form of Application for the Grant of Family Pension, 1964, on the Death of a Government Servant/Pensioner (FORM 14)",https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/Form14_GFP-1964.pdf,,,internal,NCERT
Data for Calculation of Pensionery Benefits/Death Benefits (Form),https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/DC_PB-DB_Form.pdf,,,internal,NCERT
"Payment of Gratuity (Central) Rules FORM ""J""",https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/PGR_Rules_Form-J.pdf,,,internal,NCERT
"Payment of Gratuity (Central) Rules FORM ""I""",https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/PGR_Rules_Form-I.pdf,,,internal,NCERT
Income Tax deduction from salaries during the financial year 2023-24(Assessment year 2023-24),https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/TDS_23-24.pdf,,,internal,NCERT
Sixth Pension Adalat,https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/SixthPensionAdalat.pdf,,,internal,NCERT
Grant of Dearness Relief to Central Government pensioners/family pensioners Revised rate effective from 01.01.2023,https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/Dearness_Relief_Revised_Rate_2023.pdf,,,internal,NCERT
Income Tax deduction from salaries during the financial year 2022-23(Assessment year 2023-24),https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/TDS_22.pdf,,,internal,NCERT
Fifth Pension Adalat,https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/FifthPensionAdalat.pdf,,,internal,NCERT
Fourth Pension Adalat,https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/Pensioncell250222.pdf,,,internal,NCERT
Grant of Dearness Relief to Central Government pensioners/family pensioners Revised rate effective from 01.07.2019-reg,https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/om-dr_pensioners.pdf,,,internal,NCERT
Revision of Rate of Dearness Allowance (DA) to Central Government employees due from 01.07.2021,https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/DA_Notice_july.pdf,,,internal,NCERT
"Central Government employees retired during the period from January, 2020 to June 2021 - calculation of Gratuity and Cash payment in lieu of Leave",https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/calculation_Gratuity.pdf,,,internal,NCERT
Revised rates of Dearness Allowance to Central Government employees w.e.f.01.07.2021,https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/DA_Notice.pdf,,,internal,NCERT
Appoinment order for Mahavir singh.,https://ncert.nic.in/pdf/announcement/notices/gpfpensionsalary/Scan 22 Jun 2021.pdf,,,internal,NCERT
